genome_name,name,Lineage,Phyla,Group,strain,biosample,bioproject,study,reference,code,accession,assemly_status,size,gc,replicons,wgs,scaffolds,cds,release_date,genbank_ftp,refseq_ftp
GCA_003154475.1,Actinobacteria bacterium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,fen_728,SAMN08179736,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003154475.1,Scaffold,1.85898,38.1,,PMDQ01,312,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/154/475/GCA_003154475.1_20120700_E2X,
GCA_004375785.1,Candidatus Cloacimonetes bacterium,Bacteria;FCB group;Candidatus Cloacimonetes,Candidatus Cloacimonetes,Candidate Phyla,E44_bin80,SAMN11124427,PRJNA485648,Marine Sediment metagenome  ,NA,Marine,GCA_004375785.1,Contig,2.55343,38.1,,SOKM01,362,2248,2019-03-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/375/785/GCA_004375785.1_ASM437578v1,
GCA_002452125.1,Firmicutes bacterium UBA6827,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA6827,SAMN06450755,PRJNA348753,Parks 2017 UBA reassembly,New York City MTA subway samples Metagenome,Built_Environment,GCA_002452125.1,Scaffold,3.38685,38.1,,DKEH01,36,0,2017-10-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/452/125/GCA_002452125.1_ASM245212v1,
GCA_003162595.1,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,fen_946,SAMN08178756,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003162595.1,Scaffold,3.73101,38.1,,PMNJ01,372,0,2018-05-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/162/595/GCA_003162595.1_20100900_E3D,
GCA_004102745.1,Hungateiclostridium sp. N2K1,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,N2K1,SAMN10395150,PRJNA504010,Isolate sequencing,NA,Isolate,GCA_004102745.1,Contig,4.04484,38.1,,RLII01,93,3263,2019-01-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/102/745/GCA_004102745.1_ASM410274v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/102/745/GCF_004102745.1_ASM410274v1
GCA_003141755.1,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,fen_975,SAMN08180106,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003141755.1,Scaffold,4.84438,38.1,,PLNJ01,294,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/141/755/GCA_003141755.1_20120800_E2D,
GCA_001742305.1,Desulfuribacillus stibiiarsenatis,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,MLFW-2,SAMN05771867,PRJNA343013,Isolate sequencing,NA,Isolate,GCA_001742305.1,Contig,3.1197,38.2,,MJAT01,40,2933,2016-09-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/742/305/GCA_001742305.1_ASM174230v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/742/305/GCF_001742305.1_ASM174230v1
GCA_003141495.1,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,fen_982,SAMN08180139,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003141495.1,Scaffold,3.51409,38.2,,PLMC01,135,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/141/495/GCA_003141495.1_20120800_E3S,
GCA_003141715.1,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,fen_976,SAMN08180110,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003141715.1,Scaffold,3.70055,38.2,,PLNF01,148,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/141/715/GCA_003141715.1_20120800_E2D,
GCA_002202365.1,Clostridium sp. link-BC1,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,link-BC1,SAMN04482601,PRJNA311502,Isolate sequencing,NA,Isolate,GCA_002202365.1,Contig,4.2021,38.2,,LSMZ01,192,3276,2017-06-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/365/GCA_002202365.1_ASM220236v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/202/365/GCF_002202365.1_ASM220236v1
GCA_001717745.1,Clostridium sp. Bc-iso-3,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,Bc-iso-3,SAMN04966136,PRJNA321112,Isolate sequencing,NA,Isolate,GCA_001717745.1,Contig,4.32714,38.2,,LXSB01,4,3521,2016-08-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/745/GCA_001717745.1_ASM171774v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/717/745/GCF_001717745.1_ASM171774v1
GCA_002340985.1,Firmicutes bacterium UBA2530,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA2530,SAMN06452272,PRJNA348753,Parks 2017 UBA reassembly,New York City MTA subway samples Metagenome,Built_Environment,GCA_002340985.1,Scaffold,3.24111,38.3,,DDNC01,27,0,2017-09-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/340/985/GCA_002340985.1_ASM234098v1,
GCA_002375855.1,Clostridiales bacterium UBA3578,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA3578,SAMN06455813,PRJNA348753,Parks 2017 UBA reassembly,F1RT Metagenome,Sediment,GCA_002375855.1,Scaffold,3.80248,38.3,,DFNB01,89,0,2017-09-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/375/855/GCA_002375855.1_ASM237585v1,
GCA_000521465.1,Hungateiclostridium straminisolvens JCM 21531,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,JCM 21531,SAMD00000544,PRJDB821,Isolate sequencing,Yuki et al. 2014,Isolate,GCA_000521465.1,Contig,3.90712,38.3,,BAVR01,195,2298,2014-01-20T20:33:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/465/GCA_000521465.1_ASM52146v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/465/GCF_000521465.1_ASM52146v1
GCA_003155705.1,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,fen_961,SAMN08179723,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003155705.1,Scaffold,3.19602,38.4,,PMEC01,257,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/155/705/GCA_003155705.1_20120700_E2X,
GCA_003152935.1,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,fen_963,SAMN08179791,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003152935.1,Scaffold,4.43354,38.7,,PMBO01,463,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/152/935/GCA_003152935.1_20120700_E3M,
GCA_003157075.1,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,fen_956,SAMN08179607,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003157075.1,Scaffold,4.72844,38.9,,PMIL01,372,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/157/075/GCA_003157075.1_20120600_E3D,
GCA_002508465.1,Methanosarcina sp. UBA7,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,UBA7,SAMN06027403,PRJNA348753,Parks 2017 UBA reassembly,Comparative metagenome analyses of anode-associated microbial communities developed in Wetlands field-soil microbial fuel cells,Wetlands,GCA_002508465.1,Scaffold,4.26097,39,,DAQQ01,293,0,2017-10-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/465/GCA_002508465.1_ASM250846v1,
GCA_002839285.1,Spirochaetae bacterium HGW-Spirochaetae-5,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,HGW-Spirochaetae-5,SAMN06767754,PRJNA321556,groundwater metagenome/Subsurface,Hernsdorf et al. 2017,Subsurface,GCA_002839285.1,Scaffold,4.71155,39.1,,PGXT01,309,4305,2017-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/839/285/GCA_002839285.1_ASM283928v1,
GCA_001780375.1,Candidatus Firestonebacteria bacterium RIFOXYC2_FULL_39_67,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Firestonebacteria,Candidate Phyla,,SAMN04314573,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001780375.1,Scaffold,3.1324,39.3,,MFGU01,92,2630,2016-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/780/375/GCA_001780375.1_ASM178037v1,
GCA_003155675.1,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,fen_962,SAMN08179727,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003155675.1,Scaffold,5.41277,39.3,,PMDY01,804,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/155/675/GCA_003155675.1_20120700_E2X,
GCA_001778375.1,Candidatus Firestonebacteria bacterium RIFOXYD2_FULL_39_29,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Firestonebacteria,Candidate Phyla,,SAMN04314657,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001778375.1,Scaffold,3.00384,39.4,,MFGV01,93,2463,2016-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/778/375/GCA_001778375.1_ASM177837v1,
GCA_001516055.1,Gracilibacter sp. BRH_c7a,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,BRH_c7a,SAMN04126961,PRJNA257561,"rock porewater metagenome, deep Subsurface",NA,Subsurface,GCA_001516055.1,Contig,4.10544,39.5,,LOEZ01,98,3782,2016-01-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/516/055/GCA_001516055.1_41k,
GCA_000504205.1,Methanolobus tindarius DSM 2278,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,DSM 2278,SAMN02597164,PRJNA81435,JGI Isolate sequencing,NA,Isolate,GCA_000504205.1,Contig,3.15188,39.8,,AZAJ01,1,2886,2013-12-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/205/GCA_000504205.1_ASM50420v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/205/GCF_000504205.1_ASM50420v1
GCA_001800325.1,Elusimicrobia bacterium RIFOXYA2_FULL_40_6,Bacteria;Elusimicrobia;unclassified Elusimicrobia,Elusimicrobia,Elusimicrobia,,SAMN04316171,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001800325.1,Scaffold,1.92937,40.1,,MGVD01,194,1394,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/800/325/GCA_001800325.1_ASM180032v1,
GCA_001714685.2,Methanosarcina sp. Ant1,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,Ant1,SAMN05438611,PRJNA330682,permafrost,NA,Sediment,GCA_001714685.2,Contig,4.29135,40.1,,MDTP02,342,3244,2016-08-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/714/685/GCA_001714685.2_ASM171468v2,
GCA_006546655.1,Methanolobus vulcani,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,B1d,SAMN12136587,PRJNA550984,Isolate sequencing,NA,Isolate,GCA_006546655.1,Contig,2.92017,40.2,,VIAQ01,20,2664,2019-07-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/546/655/GCA_006546655.1_ASM654665v1,
GCA_900100715.1,Methanolobus vulcani,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,PL 12/M,SAMN04488589,PRJEB15876,JGI Isolate sequencing,NA,Isolate,GCA_900100715.1,Scaffold,2.94791,40.2,,FNCA01,20,2804,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/715/GCA_900100715.1_IMG-taxon_2642422561_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/715/GCF_900100715.1_IMG-taxon_2642422561_annotated_assembly
GCA_900143645.1,Anaerocolumna xylanovorans DSM 12503,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,DSM 12503,SAMN02745217,PRJEB18518,JGI Isolate sequencing,NA,Isolate,GCA_900143645.1,Scaffold,5.42033,40.2,,FRFD01,23,4562,2016-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/143/645/GCA_900143645.1_IMG-taxon_2582580727_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/143/645/GCF_900143645.1_IMG-taxon_2582580727_annotated_assembly
GCA_001769615.1,Bacteroidetes bacterium RBG_13_46_8,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,,SAMN04314008,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001769615.1,Scaffold,2.63698,40.6,,MEOV01,311,887,2016-10-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/769/615/GCA_001769615.1_ASM176961v1,
GCA_900142215.1,Anaerocolumna jejuensis DSM 15929,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,DSM 15929,SAMN02745136,PRJEB18331,JGI Isolate sequencing,NA,Isolate,GCA_900142215.1,Scaffold,6.62127,40.6,,FRAC01,71,5510,2016-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/215/GCA_900142215.1_IMG-taxon_2585428173_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/215/GCF_900142215.1_IMG-taxon_2585428173_annotated_assembly
GCA_003647485.1,Deltaproteobacteria bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,B144_G9,SAMN09215270,PRJNA362212,Marine Sediment metagenome Guayamas basin,Seitz et al. 2019,Marine,GCA_003647485.1,Contig,4.28376,40.7,,QMMX01,674,4350,2018-10-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/647/485/GCA_003647485.1_ASM364748v1,
GCA_900170035.1,Desulfamplus magnetovallimortis,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,PRJEB14757,SAMEA100367668,PRJEB14757,JGI Isolate sequencing,NA,Isolate,GCA_900170035.1,Scaffold,6.678,40.7,,FWEV01,108,5017,2017-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/170/035/GCA_900170035.1_Desulfamplus_magnetomortis_BW-1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/170/035/GCF_900170035.1_Desulfamplus_magnetomortis_BW-1
GCA_003104905.1,Candidatus Methanoperedenaceae archaeon,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,FeB_1,SAMN08364719,PRJNA378332,bioreactor metagenome,Cai et al. 2018,Engineered,GCA_003104905.1,Scaffold,2.91322,40.8,,PQAS01,59,2911,2018-05-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/104/905/GCA_003104905.1_ASM310490v1,
GCA_002508425.1,Methanosarcinaceae archaeon UBA470,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,UBA470,SAMN06027602,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002508425.1,Scaffold,2.46599,41,,DAKU01,182,0,2017-10-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/425/GCA_002508425.1_ASM250842v1,
GCA_002418835.1,Spirochaetia bacterium UBA5763,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,UBA5763,SAMN06451453,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002418835.1,Scaffold,4.44444,41,,DIEX01,34,0,2017-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/418/835/GCA_002418835.1_ASM241883v1,
GCA_002376665.1,Hungateiclostridiaceae bacterium UBA3548,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA3548,SAMN06451064,PRJNA348753,Parks 2017 UBA reassembly,New York City MTA subway samples Metagenome,Built_Environment,GCA_002376665.1,Scaffold,5.50524,41.1,,DFOF01,234,0,2017-09-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/376/665/GCA_002376665.1_ASM237666v1,
GCA_003647385.1,Deltaproteobacteria bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,B3_G2,SAMN09215076,PRJNA362212,Marine Sediment metagenome Guayamas basin,Seitz et al. 2019,Marine,GCA_003647385.1,Contig,3.06951,41.2,,QMMT01,611,3093,2018-10-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/647/385/GCA_003647385.1_ASM364738v1,
GCA_900141635.1,Peptoclostridium litorale DSM 5388,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,DSM 5388,SAMN02745945,PRJEB18279,JGI Isolate sequencing,NA,Isolate,GCA_900141635.1,Scaffold,3.19762,41.2,,FSRH01,38,2838,2016-12-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/141/635/GCA_900141635.1_IMG-taxon_2585428090_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/635/GCF_900141635.1_IMG-taxon_2585428090_annotated_assembly
GCA_001829375.1,Spirochaetes bacterium GWF1_41_5,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,,SAMN04314217,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001829375.1,Scaffold,4.20212,41.2,,MIBC01,400,2756,2016-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/829/375/GCA_001829375.1_ASM182937v1,
GCA_000350485.1,Ruminiclostridium cellobioparum subsp. termitidis CT1112,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,CT1112,SAMN02471873,PRJNA167606,Isolate sequencing,Lal et al. 2013,Endosymbiont,GCA_000350485.1,Contig,6.41586,41.2,,AORV01,78,5139,2013-04-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/485/GCA_000350485.1_C.termitidis_454_shotgun_Newbler,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/485/GCF_000350485.1_C.termitidis_454_shotgun_Newbler
GCA_002404215.1,Desulfosporosinus sp. UBA4726,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA4726,SAMN06456292,PRJNA348753,Parks 2017 UBA reassembly,Canadian High Artic Metagenomes,Sediment,GCA_002404215.1,Scaffold,2.90101,41.3,,DHJG01,241,0,2017-09-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/404/215/GCA_002404215.1_ASM240421v1,
GCA_002243045.1,Methanolobus psychrotolerans,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,YSF-03,SAMN05413111,PRJNA329468,Isolate sequencing,NA,Isolate,GCA_002243045.1,Contig,3.16472,41.3,,MBKP01,106,2845,2017-08-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/243/045/GCA_002243045.1_ASM224304v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/243/045/GCF_002243045.1_ASM224304v1
GCA_000699585.1,Peptoclostridium litorale DSM 5388,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,W6,SAMN02688025,PRJNA240953,Isolate sequencing,Poritz et al. 2014,Isolate,GCA_000699585.1,Contig,3.40463,41.3,,JJMM01,26,3008,2014-06-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/585/GCA_000699585.1_CLIT1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/585/GCF_000699585.1_CLIT1
GCA_003142475.1,Ignavibacteriae bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Chlorobi,Chlorobi,fen_1300,SAMN08180131,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003142475.1,Scaffold,3.58311,41.3,,PLMK01,81,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/142/475/GCA_003142475.1_20120800_E3D,
GCA_003249435.1,Bacteroidetes bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,SZUA-591,SAMN09288139,PRJNA385762,Hydrothermal Vent metagenome,NA,Hydrothermal Vent,GCA_003249435.1,Contig,2.07421,41.4,,QKIX01,501,0,2018-06-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/249/435/GCA_003249435.1_ASM324943v1,
GCA_001412345.1,Smithella sp. SDB,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,SDB,SAMN04125644,PRJNA293354,Marine Sediment metagenome,EST 2010,Marine,GCA_001412345.1,Contig,2.9719,41.4,,LKUC01,398,2594,2015-10-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/412/345/GCA_001412345.1_ASM141234v1,
GCA_007244375.1,Smithella sp.,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,SDB_sulfate1,SAMN10715446,PRJNA505347,LCFA metagenome,Liang et al. 2019,Engineered,GCA_007244375.1,Contig,3.10379,41.4,,SCVW01,58,0,2019-07-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/244/375/GCA_007244375.1_ASM724437v1,
GCA_002425885.1,Spirochaetia bacterium UBA5550,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,UBA5550,SAMN06455389,PRJNA348753,Parks 2017 UBA reassembly,Dechlorination Culture Metagenome,Engineered,GCA_002425885.1,Scaffold,4.11177,41.4,,DINC01,393,0,2017-10-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/425/885/GCA_002425885.1_ASM242588v1,
GCA_001595815.1,Theionarchaea archaeon DG-70-1,Archaea;Euryarchaeota;Theionarchaea,Euryarchaeota,Euryarchaeota,DG-70-1,SAMN04495908,PRJNA270657,estuary Sediment metagenomes,Zaremba et al Nature,Sediment,GCA_001595815.1,Contig,4.77206,41.4,,LSSC01,194,4270,2016-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/595/815/GCA_001595815.1_ASM159581v1,
GCA_900105645.1,Desulfobacula phenolica,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 3384,SAMN04487931,PRJEB16485,JGI Isolate sequencing,NA,Isolate,GCA_900105645.1,Scaffold,4.87134,41.4,,FNLL01,54,4107,2016-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/645/GCA_900105645.1_IMG-taxon_2616644807_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/645/GCF_900105645.1_IMG-taxon_2616644807_annotated_assembly
GCA_000621505.1,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,ATCC 15832,SAMN02743992,PRJNA223036,JGI Isolate sequencing,NA,Isolate,GCA_000621505.1,Scaffold,6.13222,41.4,,JHYD01,80,5006,2014-04-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/505/GCA_000621505.1_ASM62150v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/505/GCF_000621505.1_ASM62150v1
GCA_001772415.1,candidate division WOR-1 bacterium RIFOXYA2_FULL_41_14,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,WOR7,Candidate Phyla,,SAMN04314368,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001772415.1,Scaffold,1.77747,41.5,,METW01,51,1673,2016-10-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/772/415/GCA_001772415.1_ASM177241v1,
GCA_001771665.1,candidate division WOR-1 bacterium RIFOXYC2_FULL_41_25,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,WOR5,Candidate Phyla,,SAMN04314583,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001771665.1,Scaffold,1.81044,41.5,,MEUI01,50,1715,2016-10-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/771/665/GCA_001771665.1_ASM177166v1,
GCA_003142715.1,Ignavibacteriae bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Chlorobi,Chlorobi,fen_1298,SAMN08180108,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003142715.1,Scaffold,3.35597,41.5,,PLNH01,296,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/142/715/GCA_003142715.1_20120800_E2D,
GCA_001771545.1,candidate division WOR-1 bacterium RIFOXYB2_FULL_42_35,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,WOR4,Candidate Phyla,,SAMN04314412,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001771545.1,Scaffold,1.78925,41.6,,MEUC01,51,1692,2016-10-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/771/545/GCA_001771545.1_ASM177154v1,
