user_genome	classification	fastani_reference	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	classification_method	note	other_related_references(genome_id,species_name,ANI,AF)
bacteria17822	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__GCA_002478265.1	GCA_002478265.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	100.0	1.0	GCA_002478265.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15457	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__DRI-13;g__UBA5318;s__GCA_002408285.1	GCA_002408285.1	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__DRI-13;g__UBA5318;s__	100.0	1.0	GCA_002408285.1	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__DRI-13;g__UBA5318;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15609	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__GCA_002398105.1	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	99.57	0.84	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	99.57	0.84	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07767	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWC2-55-46;s__GCA_001595385.2	GCA_001595385.2	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWC2-55-46;s__	99.97	1.0	GCA_001595385.2	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWC2-55-46;s__	99.97	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria17013	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp3	GCA_002382755.1	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp3	99.52	0.76	GCA_002382755.1	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp3	99.52	0.76	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07830	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA1565;g__UBA10166;s__UBA10166	UBA10166	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA1565;g__UBA10166;s__	99.69	0.82	UBA10166	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA1565;g__UBA10166;s__	99.69	0.82	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15310	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__GCA_002404215.1	GCA_002404215.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	100.0	0.99	GCA_002404215.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15783	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA5123;s__GCA_002415465.1	GCA_002415465.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA5123;s__	100.0	0.98	GCA_002415465.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA5123;s__	100.0	0.98	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria17349	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__UBA9903	UBA9903	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__	98.85	0.78	UBA9903	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__	98.85	0.78	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria12131	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__UBA2156;s__GCA_002328165.1	GCA_002328165.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__UBA2156;s__	99.96	0.95	GCA_002328165.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__UBA2156;s__	99.96	0.95	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08753	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp1	GCA_001830835.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp1	100.0	0.99	GCA_001830835.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp1	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria14368	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__UBA4085;s__GCA_002383325.1	GCA_002383325.1	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__UBA4085;s__	100.0	0.99	GCA_002383325.1	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__UBA4085;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria22396	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	GCF_000178115.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	99.99	0.97	GCF_000178115.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	99.99	0.97	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07754	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA10170;s__UBA10170 sp1	GCA_001798165.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA10170;s__UBA10170 sp1	100.0	1.0	GCA_001798165.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA10170;s__UBA10170 sp1	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07810	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA2262;s__GCA_001799285.1	GCA_001799285.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA2262;s__	100.0	1.0	GCA_001799285.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA2262;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07624	d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15;f__MBNT15;g__CG2-30-66-27;s__GCA_001797575.1	GCA_001797575.1	d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15;f__MBNT15;g__CG2-30-66-27;s__	99.83	0.84	GCA_001797575.1	d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15;f__MBNT15;g__CG2-30-66-27;s__	99.83	0.84	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria12892	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__GCA_002347745.1	GCA_002347745.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__	100.0	0.99	GCA_002347745.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria05209	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio indicus	GCF_001563225.1	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio indicus	100.0	1.0	GCF_001563225.1	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio indicus	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria06336	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-35-48;g__GWF2-35-48;s__GCA_001769125.1	GCA_001769125.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-35-48;g__GWF2-35-48;s__	100.0	1.0	GCA_001769125.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-35-48;g__GWF2-35-48;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria11908	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA1565;g__UBA1565;s__UBA1565 sp1	GCA_002790095.1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA1565;g__UBA1565;s__UBA1565 sp1	99.68	0.96	GCA_002790095.1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA1565;g__UBA1565;s__UBA1565 sp1	99.68	0.96	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15437	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5368;g__UBA5368;s__GCA_002407865.1	GCA_002407865.1	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5368;g__UBA5368;s__	100.0	0.99	GCA_002407865.1	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5368;g__UBA5368;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria22278	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter sulfurreducens	GCF_000007985.2	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter sulfurreducens	96.38	0.94	GCF_000007985.2	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter sulfurreducens	96.38	0.94	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002482655.1, s__, 95.11, 0.68
bacteria15898	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Tol-SR;s__GCA_000769715.1	GCA_000769715.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Tol-SR;s__	99.78	0.94	GCA_000769715.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Tol-SR;s__	99.78	0.94	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07719	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWB2-55-19;s__GCA_001797465.1	GCA_001797465.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWB2-55-19;s__	100.0	1.0	GCA_001797465.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWB2-55-19;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria03712	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter pickeringii	GCF_000817955.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter pickeringii	100.0	1.0	GCF_000817955.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter pickeringii	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07662	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA12087;s__UBA12087 sp1	GCA_001796335.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA12087;s__UBA12087 sp1	100.0	1.0	GCA_001796335.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA12087;s__UBA12087 sp1	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria17275	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__GCA_002451165.1	GCA_002451165.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__	100.0	0.99	GCA_002451165.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07868	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__XYA2-FULL-47-53;g__XYA2-FULL-47-53;s__GCA_001800315.1	GCA_001800315.1	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__XYA2-FULL-47-53;g__XYA2-FULL-47-53;s__	99.96	0.99	GCA_001800315.1	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__XYA2-FULL-47-53;g__XYA2-FULL-47-53;s__	99.96	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria06329	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-33-38;g__GWA2-31-9;s__GCA_001768975.1	GCA_001768975.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-33-38;g__GWA2-31-9;s__	100.0	0.99	GCA_001768975.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-33-38;g__GWA2-31-9;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria13121	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2775;s__GCA_002352445.1	GCA_002352445.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2775;s__	100.0	0.98	GCA_002352445.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2775;s__	100.0	0.98	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07777	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA9637;s__UBA9637 sp1	GCA_001797585.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA9637;s__UBA9637 sp1	99.66	0.84	GCA_001797585.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA9637;s__UBA9637 sp1	99.66	0.84	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08015	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__GWB2-47-37;s__GCA_001803635.1	GCA_001803635.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__GWB2-47-37;s__	99.76	0.9	GCA_001803635.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__GWB2-47-37;s__	99.76	0.9	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria05316	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWC2-55-46;s__	GCA_001595385.2	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWC2-55-46;s__	100.0	1.0	N/A	N/A	N/A	N/A	ANI/Placement	topological placement and ANI have incongruent species assignments	
bacteria02631	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides mccartyi_B	GCF_000009025.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides mccartyi_B	99.4	0.87	GCF_000009025.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides mccartyi_B	99.4	0.87	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08090	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__GCA_001805105.1	GCA_001805105.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__	100.0	1.0	GCA_001805105.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08000	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__YB12-FULL-65-16;g__YB12-FULL-65-16;s__YB12-FULL-65-16 sp1	GCA_001803235.1	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__YB12-FULL-65-16;g__YB12-FULL-65-16;s__YB12-FULL-65-16 sp1	99.92	0.93	GCA_001803235.1	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__YB12-FULL-65-16;g__YB12-FULL-65-16;s__YB12-FULL-65-16 sp1	99.92	0.93	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria17823	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA912;g__UBA7524;s__GCA_002478275.1	GCA_002478275.1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA912;g__UBA7524;s__	100.0	1.0	GCA_002478275.1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA912;g__UBA7524;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria01723	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__Syntrophobotulus;s__Syntrophobotulus glycolicus	GCF_000190635.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__Syntrophobotulus;s__Syntrophobotulus glycolicus	100.0	0.99	GCF_000190635.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__Syntrophobotulus;s__Syntrophobotulus glycolicus	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria06383	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__XYD1-FULL-55-31;s__XYD1-FULL-55-31 sp1	GCA_001770175.1	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__XYD1-FULL-55-31;s__XYD1-FULL-55-31 sp1	99.9	0.93	GCA_001770175.1	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__XYD1-FULL-55-31;s__XYD1-FULL-55-31 sp1	99.9	0.93	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15664	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp1	GCA_002413075.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp1	100.0	0.99	GCA_002413075.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp1	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria01141	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter_B;s__Geobacter_B daltonii	GCF_000022265.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter_B;s__Geobacter_B daltonii	100.0	1.0	GCF_000022265.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter_B;s__Geobacter_B daltonii	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria14048	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Ruminiclostridiaceae_A;g__DTU059;s__GCA_002376415.1	GCA_002376415.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Ruminiclostridiaceae_A;g__DTU059;s__	100.0	0.99	GCA_002376415.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Ruminiclostridiaceae_A;g__DTU059;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15155	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4851;s__UBA4851 sp1	GCA_002408445.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4851;s__UBA4851 sp1	99.09	0.8	GCA_002408445.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4851;s__UBA4851 sp1	99.09	0.8	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08677	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA12059;s__UBA12059 sp1	GCA_001829185.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA12059;s__UBA12059 sp1	100.0	0.97	GCA_001829185.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA12059;s__UBA12059 sp1	100.0	0.97	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria12051	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__Smithella sp2	GCA_002327415.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__Smithella sp2	100.0	0.99	GCA_002327415.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__Smithella sp2	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria12876	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp3	GCA_002382755.1	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp3	99.61	0.78	GCA_002382755.1	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp3	99.61	0.78	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15146	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__GCA_002398105.1	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	99.79	0.91	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	99.79	0.91	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria14346	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp3	GCA_002382755.1	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp3	100.0	0.99	GCA_002382755.1	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp3	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria16068	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__DRI-13;g__UBA6129;s__GCA_002422465.1	GCA_002422465.1	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__DRI-13;g__UBA6129;s__	100.0	0.99	GCA_002422465.1	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__DRI-13;g__UBA6129;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria06369	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-35-48;g__GWF2-35-48;s__GCA_001769125.1	GCA_001769125.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-35-48;g__GWF2-35-48;s__	99.81	0.96	GCA_001769125.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-35-48;g__GWF2-35-48;s__	99.81	0.96	ANI/Placement	topological placement and ANI have congruent species assignments	
