GCA_001766905.1	Acidobacteria bacterium RBG_13_68_16
GCA_001798075.1	Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49
GCA_001798085.1	Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_38_15
GCA_001798105.1	Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_40_11
GCA_001798135.1	Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_40_28
GCA_001798155.1	Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_42_44
GCA_001798165.1	Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_43_33
GCA_001798185.1	Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_44_16
GCA_001798205.1	Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_44_53
GCA_001798235.1	Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_50_15
GCA_001798995.1	Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_60_17
GCA_001798255.1	Deltaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_40_32
GCA_001798265.1	Deltaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_43_9
GCA_001798285.1	Deltaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_44_21
GCA_001799015.1	Deltaproteobacteria bacterium RIFCSPLOWO2_01_44_7
GCA_001798315.1	Deltaproteobacteria bacterium RIFCSPLOWO2_01_FULL_38_9
GCA_001799025.1	Deltaproteobacteria bacterium RIFCSPLOWO2_01_FULL_42_9
GCA_001798335.1	Deltaproteobacteria bacterium RIFCSPLOWO2_01_FULL_45_74
GCA_001798355.1	Deltaproteobacteria bacterium RIFCSPLOWO2_02_44_9
GCA_001799045.1	Deltaproteobacteria bacterium RIFCSPLOWO2_02_56_12
GCA_001798365.1	Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_40_36
GCA_001806225.1	Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_39
GCA_001799065.1	Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_44_10
GCA_001799095.1	Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_44_34
GCA_001799115.1	Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_46_8
GCA_001798395.1	Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_47_10
GCA_001798715.1	Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_50_16
GCA_001798415.1	Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_53_8
GCA_001798425.1	Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_55_12
GCA_001798455.1	Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_57_26
GCA_001799125.1	Deltaproteobacteria bacterium RIFCSPLOWO2_12_55_13
GCA_001798475.1	Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_38_8
GCA_001799145.1	Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_40_28
GCA_001798485.1	Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_42_16
GCA_001799175.1	Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_43_16
GCA_001798515.1	Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_44_12
GCA_001798535.1	Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11
GCA_001798545.1	Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_57_22
GCA_001798565.1	Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_60_16
GCA_001798595.1	Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_60_19
GCA_001798605.1	Deltaproteobacteria bacterium RIFOXYA12_FULL_58_15
GCA_001799195.1	Deltaproteobacteria bacterium RIFOXYA12_FULL_61_11
GCA_001798625.1	Deltaproteobacteria bacterium RIFOXYA2_FULL_42_10
GCA_001799205.1	Deltaproteobacteria bacterium RIFOXYA2_FULL_55_11
GCA_001798655.1	Deltaproteobacteria bacterium RIFOXYB12_FULL_58_9
GCA_001798675.1	Deltaproteobacteria bacterium RIFOXYB2_FULL_66_7
GCA_001798685.1	Deltaproteobacteria bacterium RIFOXYC2_FULL_48_10
GCA_001799225.1	Deltaproteobacteria bacterium RIFOXYD12_FULL_50_9
GCA_001798725.1	Deltaproteobacteria bacterium RIFOXYD12_FULL_53_23
GCA_001799255.1	Deltaproteobacteria bacterium RIFOXYD12_FULL_55_16
GCA_001799285.1	Deltaproteobacteria bacterium RIFOXYD12_FULL_56_24
GCA_001799275.1	Deltaproteobacteria bacterium RIFOXYD12_FULL_57_12
GCA_001799305.1	Deltaproteobacteria bacterium RIFOXYD2_FULL_66_9
GCA_001799325.1	Desulfobacca sp. RBG_16_58_9
GCA_001799355.1	Desulfobacca sp. RBG_16_60_12
GCA_001799365.1	Desulfobacterales bacterium GWB2_56_26
GCA_001799395.1	Desulfobacterales bacterium RIFOXYA12_FULL_46_15
GCA_001799405.1	Desulfobacula sp. GWF2_41_7
GCA_001799425.1	Desulfobacula sp. RIFOXYA12_FULL_46_16
GCA_001799455.1	Desulfobacula sp. RIFOXYB2_FULL_45_6
GCA_001799475.1	Desulfovibrionales bacterium GWA2_65_9
GCA_001824455.1	Desulfuromonadaceae bacterium GWB2_53_15
GCA_001825565.1	Desulfuromonadaceae bacterium GWC2_58_13
GCA_001799485.1	Desulfuromonadales bacterium GWC2_61_20
GCA_001799505.1	Desulfuromonadales bacterium GWD2_54_10
GCA_001799535.1	Desulfuromonadales bacterium GWD2_61_12
GCA_001799555.1	Elusimicrobia bacterium GWA2_38_7
GCA_001799565.1	Elusimicrobia bacterium GWA2_51_34
GCA_001799575.1	Elusimicrobia bacterium GWA2_56_46
GCA_001799615.1	Elusimicrobia bacterium GWA2_61_42
GCA_001799635.1	Elusimicrobia bacterium GWA2_62_23
GCA_001799645.1	Elusimicrobia bacterium GWA2_64_40
GCA_001799675.1	Elusimicrobia bacterium GWA2_66_18
GCA_001799695.1	Elusimicrobia bacterium GWA2_69_24
GCA_001799715.1	Elusimicrobia bacterium GWB2_63_16
GCA_001799735.1	Elusimicrobia bacterium GWB2_63_22
GCA_001799745.1	Elusimicrobia bacterium GWC2_51_8
GCA_001799775.1	Elusimicrobia bacterium GWC2_56_31
GCA_001799795.1	Elusimicrobia bacterium GWC2_61_19
GCA_001799815.1	Elusimicrobia bacterium GWC2_61_25
GCA_001799825.1	Elusimicrobia bacterium GWC2_63_65
GCA_001799845.1	Elusimicrobia bacterium GWC2_64_44
GCA_001799875.1	Elusimicrobia bacterium GWC2_65_9
GCA_001799895.1	Elusimicrobia bacterium GWD2_63_28
GCA_001799915.1	Elusimicrobia bacterium GWF2_52_66
GCA_001799995.1	Elusimicrobia bacterium GWF2_62_30
GCA_001800005.1	Elusimicrobia bacterium RBG_16_66_12
GCA_001799925.1	Elusimicrobia bacterium RIFCSPHIGHO2_01_FULL_64_10
GCA_001799945.1	Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_39_36
GCA_001800015.1	Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_57_9
GCA_001800025.1	Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_61_10
GCA_001799975.1	Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_54_10
GCA_001800075.1	Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12
GCA_001800085.1	Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_60_11
GCA_001800095.1	Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_64_13
GCA_001800135.1	Elusimicrobia bacterium RIFCSPLOWO2_02_FULL_39_32
GCA_001800155.1	Elusimicrobia bacterium RIFCSPLOWO2_02_FULL_61_11
GCA_001800165.1	Elusimicrobia bacterium RIFCSPLOWO2_12_FULL_39_28
GCA_001800185.1	Elusimicrobia bacterium RIFCSPLOWO2_12_FULL_59_9
GCA_001800235.1	Elusimicrobia bacterium RIFOXYA12_FULL_49_49
GCA_001800245.1	Elusimicrobia bacterium RIFOXYA12_FULL_51_18
GCA_001800275.1	Elusimicrobia bacterium RIFOXYA12_FULL_57_11
GCA_001800205.1	Elusimicrobia bacterium RIFOXYA1_FULL_47_7
GCA_001800285.1	Elusimicrobia bacterium RIFOXYA2_FULL_39_19
GCA_001800325.1	Elusimicrobia bacterium RIFOXYA2_FULL_40_6
GCA_001800315.1	Elusimicrobia bacterium RIFOXYA2_FULL_47_53
GCA_001800355.1	Elusimicrobia bacterium RIFOXYA2_FULL_50_26
GCA_001800375.1	Elusimicrobia bacterium RIFOXYA2_FULL_53_38
GCA_001800395.1	Elusimicrobia bacterium RIFOXYA2_FULL_58_8
GCA_001800405.1	Elusimicrobia bacterium RIFOXYA2_FULL_69_6
GCA_001800455.1	Elusimicrobia bacterium RIFOXYB12_FULL_50_12
GCA_001800425.1	Elusimicrobia bacterium RIFOXYB1_FULL_48_9
GCA_001800475.1	Elusimicrobia bacterium RIFOXYB2_FULL_46_23
GCA_001800495.1	Elusimicrobia bacterium RIFOXYB2_FULL_48_7
GCA_001800515.1	Elusimicrobia bacterium RIFOXYB2_FULL_49_7
GCA_001800525.1	Elusimicrobia bacterium RIFOXYB2_FULL_50_12
GCA_001800555.1	Elusimicrobia bacterium RIFOXYB2_FULL_62_6
GCA_001800565.1	Elusimicrobia bacterium RIFOXYC2_FULL_34_12
GCA_001800595.1	Elusimicrobia bacterium RIFOXYD12_FULL_66_9
GCA_001800605.1	Elusimicrobia bacterium RIFOXYD2_FULL_34_15
GCA_001800635.1	Elusimicrobia bacterium RIFOXYD2_FULL_34_30
GCA_001800645.1	Erythrobacter sp. RIFCSPHIGHO2_12_FULL_63_10
GCA_001800665.1	Euryarchaeota archaeon RBG_13_31_8
GCA_001800675.1	Euryarchaeota archaeon RBG_13_57_23
GCA_001800715.1	Euryarchaeota archaeon RBG_13_61_15
GCA_001800735.1	Euryarchaeota archaeon RBG_16_62_10
GCA_001800745.1	Euryarchaeota archaeon RBG_16_67_27
GCA_001800755.1	Euryarchaeota archaeon RBG_16_68_12
GCA_001800795.1	Euryarchaeota archaeon RBG_16_68_13
GCA_001800815.1	Euryarchaeota archaeon RBG_19FT_COMBO_56_21
GCA_001800825.1	Euryarchaeota archaeon RBG_19FT_COMBO_69_17
GCA_001800835.1	Firmicutes bacterium GWE2_51_13
GCA_001800865.1	Firmicutes bacterium GWF2_51_9
GCA_001800895.1	Firmicutes bacterium RBG_13_65_8
GCA_001800905.1	Flavobacteria bacterium GWA2_35_26
GCA_001800925.1	Flavobacteria bacterium GWF1_32_7
GCA_001800945.1	Flavobacteria bacterium RIFCSPLOWO2_12_FULL_31_7
GCA_001800975.1	Flavobacteria bacterium RIFCSPLOWO2_12_FULL_35_11
GCA_001802265.1	Fluviicola sp. RIFCSPHIGHO2_01_FULL_43_53
GCA_001801015.1	Fluviicola sp. RIFCSPHIGHO2_12_FULL_43_24
GCA_001801025.1	Gallionellales bacterium GWA2_54_124
GCA_001801055.1	Gallionellales bacterium GWA2_55_18
GCA_001801065.1	Gallionellales bacterium GWA2_59_43
GCA_001801085.1	Gallionellales bacterium GWA2_60_142
GCA_001801105.1	Gallionellales bacterium GWA2_60_18
GCA_001801135.1	Gallionellales bacterium GWE2_58_10
GCA_001802285.1	Gallionellales bacterium RBG_16_56_9
GCA_001802295.1	Gallionellales bacterium RBG_16_57_15
GCA_001801155.1	Gallionellales bacterium RIFCSPHIGHO2_02_FULL_57_16
GCA_001802325.1	Gallionellales bacterium RIFCSPLOWO2_02_58_13
GCA_001801165.1	Gallionellales bacterium RIFCSPLOWO2_02_60_31
GCA_001801175.1	Gallionellales bacterium RIFCSPLOWO2_02_FULL_57_47
GCA_001801215.1	Gallionellales bacterium RIFCSPLOWO2_02_FULL_59_110
GCA_001801235.1	Gallionellales bacterium RIFCSPLOWO2_12_FULL_57_18
GCA_001801255.1	Gallionellales bacterium RIFCSPLOWO2_12_FULL_59_22
GCA_001802335.1	Gallionellales bacterium RIFOXYB12_FULL_54_9
GCA_001802355.1	Gallionellales bacterium RIFOXYD12_FULL_53_10
GCA_001806235.1	Gallionellales bacterium RIFOXYD2_FULL_52_7
GCA_001801285.1	Gammaproteobacteria bacterium GWE2_37_16
GCA_001801305.1	Gammaproteobacteria bacterium GWE2_42_36
GCA_001801315.1	Gammaproteobacteria bacterium GWF2_41_13
GCA_001801345.1	Gammaproteobacteria bacterium RBG_16_37_9
GCA_001802375.1	Gammaproteobacteria bacterium RBG_16_51_14
GCA_001801365.1	Gammaproteobacteria bacterium RBG_16_57_12
GCA_001802405.1	Gammaproteobacteria bacterium RBG_16_66_13
GCA_001801375.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_42_8
GCA_001802425.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_38_33
GCA_001802445.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_39_13
GCA_001801405.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_42_13
GCA_001801425.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_42_43
GCA_001801435.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_38_15
GCA_001801465.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_35_23
GCA_001801815.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_36_30
GCA_001801485.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_37_14
GCA_001801495.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_37_34
GCA_001801515.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_38_11
GCA_001801545.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_38_14
GCA_001802455.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_39_24
GCA_001801565.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_40_19
GCA_001802485.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_41_15
GCA_001801575.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_41_20
GCA_001801605.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_41_25
GCA_001801625.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_42_10
GCA_001802505.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_42_13
GCA_001801635.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_43_28
GCA_001801665.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_45_12
GCA_001802525.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_45_9
GCA_001801685.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_63_22
GCA_001801695.1	Gammaproteobacteria bacterium RIFCSPLOWO2_01_FULL_47_190
GCA_001801725.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_47_7
GCA_001801745.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_38_11
GCA_001801755.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_14
GCA_001801785.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_9
GCA_001801805.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_47_50
GCA_001802535.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_52_10
GCA_001801825.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_56_15
GCA_001802565.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_57_10
GCA_001801865.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_61_13
GCA_001801885.1	Gammaproteobacteria bacterium RIFCSPLOWO2_12_47_11
GCA_001801895.1	Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_38_14
GCA_001801915.1	Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_42_18
GCA_001802575.1	Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_47_76
GCA_001801945.1	Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_52_10
GCA_001801965.1	Gammaproteobacteria bacterium RIFOXYA12_FULL_61_12
GCA_001801985.1	Gammaproteobacteria bacterium RIFOXYB2_FULL_38_6
GCA_001801995.1	Gammaproteobacteria bacterium RIFOXYD12_FULL_61_37
GCA_001802605.1	Gemmatimonadetes bacterium GWC2_71_10
GCA_001802015.1	Gemmatimonadetes bacterium GWC2_71_9
GCA_001802045.1	Gemmatimonadetes bacterium RBG_16_66_8
GCA_001802055.1	Gemmatimonadetes bacterium RIFCSPLOWO2_02_FULL_71_11
GCA_001802085.1	Gemmatimonadetes bacterium RIFCSPLOWO2_12_FULL_68_9
GCA_001802095.1	Geobacteraceae bacterium GWB2_52_12
GCA_001802615.1	Geobacteraceae bacterium GWC2_48_7
GCA_001802645.1	Geobacteraceae bacterium GWC2_53_11
GCA_001802125.1	Geobacteraceae bacterium GWC2_55_20
GCA_001802135.1	Geobacteraceae bacterium GWC2_58_44
GCA_001802165.1	Geobacteraceae bacterium GWF2_54_21
GCA_001802715.1	Hydrogenophilales bacterium RIFOXYA1_FULL_63_33
GCA_001802655.1	Hydrogenophilales bacterium RIFOXYD1_FULL_62_11
GCA_001802185.1	Ignavibacteria bacterium GWA2_35_8
GCA_001802205.1	Ignavibacteria bacterium GWA2_35_9
GCA_001804525.1	Ignavibacteria bacterium GWA2_36_19
GCA_001802215.1	Ignavibacteria bacterium GWA2_54_16
GCA_001802245.1	Ignavibacteria bacterium GWA2_55_11
GCA_001802685.1	Ignavibacteria bacterium GWA2_55_25
GCA_001802705.1	Ignavibacteria bacterium GWB2_35_12
GCA_001802725.1	Ignavibacteria bacterium GWB2_35_6b
GCA_001804545.1	Ignavibacteria bacterium GWB2_36_8
GCA_001802785.1	Ignavibacteria bacterium GWC2_35_8
GCA_001802795.1	Ignavibacteria bacterium GWC2_36_12
GCA_001802805.1	Ignavibacteria bacterium GWC2_38_9
GCA_001804555.1	Ignavibacteria bacterium GWC2_56_12
GCA_001804565.1	Ignavibacteria bacterium GWF2_33_9
GCA_001802845.1	Ignavibacteria bacterium GWF2_35_20
GCA_001804605.1	Ignavibacteria bacterium RBG_13_36_8
GCA_001802865.1	Ignavibacteria bacterium RBG_16_34_14
GCA_001802885.1	Ignavibacteria bacterium RBG_16_35_7
GCA_001802895.1	Ignavibacteria bacterium RBG_16_36_9
GCA_001804625.1	Ignavibacteria bacterium RIFCSPHIGHO2_02_FULL_56_12
GCA_001802915.1	Ignavibacteria bacterium RIFCSPLOWO2_02_FULL_55_14
GCA_001802945.1	Ignavibacteria bacterium RIFCSPLOWO2_12_FULL_56_21
GCA_001802955.1	Ignavibacteria bacterium RIFOXYA12_FULL_35_25
GCA_001804635.1	Ignavibacteria bacterium RIFOXYA12_FULL_38_9
GCA_001802975.1	Ignavibacteria bacterium RIFOXYA2_FULL_35_10
GCA_001804645.1	Ignavibacteria bacterium RIFOXYA2_FULL_35_9
GCA_001802995.1	Ignavibacteria bacterium RIFOXYA2_FULL_37_17
GCA_001803025.1	Ignavibacteria bacterium RIFOXYA2_FULL_38_8
GCA_001803045.1	Ignavibacteria bacterium RIFOXYB12_FULL_35_14
GCA_001803055.1	Ignavibacteria bacterium RIFOXYB2_FULL_35_12
GCA_001803075.1	Ignavibacteria bacterium RIFOXYB2_FULL_36_7
GCA_001803105.1	Ignavibacteria bacterium RIFOXYB2_FULL_37_11
GCA_001803125.1	Ignavibacteria bacterium RIFOXYC12_FULL_35_11
GCA_001804665.1	Ignavibacteria bacterium RIFOXYC12_FULL_38_8
GCA_001803135.1	Ignavibacteria bacterium RIFOXYC2_FULL_35_16
GCA_001804705.1	Ignavibacteria bacterium RIFOXYC2_FULL_35_21
GCA_001803165.1	Ignavibacteria bacterium RIFOXYC2_FULL_38_25
GCA_001804715.1	Ignavibacteria bacterium RIFOXYD12_FULL_36_8
GCA_001803185.1	Legionellales bacterium RIFCSPHIGHO2_12_FULL_35_11
GCA_001804735.1	Legionellales bacterium RIFCSPHIGHO2_12_FULL_37_14
GCA_001804755.1	Legionellales bacterium RIFCSPHIGHO2_12_FULL_42_9
GCA_001803205.1	Lentisphaerae bacterium GWF2_38_69
GCA_001803225.1	Lentisphaerae bacterium GWF2_44_16
GCA_001804785.1	Lentisphaerae bacterium GWF2_45_14
GCA_001804805.1	Lentisphaerae bacterium GWF2_49_21
GCA_001804815.1	Lentisphaerae bacterium GWF2_50_93
GCA_001804825.1	Lentisphaerae bacterium GWF2_52_8
GCA_001804865.1	Lentisphaerae bacterium GWF2_57_35
GCA_001803235.1	Lentisphaerae bacterium RIFOXYA12_64_32
GCA_001804885.1	Lentisphaerae bacterium RIFOXYA12_FULL_48_11
GCA_001803255.1	Lentisphaerae bacterium RIFOXYA12_FULL_60_10
GCA_001803285.1	Lentisphaerae bacterium RIFOXYB12_FULL_60_10
GCA_001803305.1	Lentisphaerae bacterium RIFOXYB12_FULL_65_16
GCA_001803315.1	Lentisphaerae bacterium RIFOXYC12_FULL_60_16
GCA_001803345.1	Melioribacter sp. GWF2_38_21
GCA_001803365.1	Melioribacter sp. RIFOXYB12_FULL_38_5
GCA_001803385.1	Methylophilales bacterium RIFCSPHIGHO2_02_FULL_57_10
GCA_001803395.1	Methylotenera sp. RIFCSPLOWO2_02_FULL_45_14
GCA_001803415.1	Microgenomates group bacterium
GCA_001803445.1	Microgenomates group bacterium
GCA_001803465.1	Microgenomates group bacterium
GCA_001803475.1	Microgenomates group bacterium
GCA_001803505.1	Microgenomates group bacterium
GCA_001804905.1	Nitrospinae bacterium RIFCSPHIGHO2_02_39_11
GCA_001804915.1	Nitrospinae bacterium RIFCSPHIGHO2_02_FULL_39_82
GCA_001804945.1	Nitrospinae bacterium RIFCSPHIGHO2_12_FULL_39_42
GCA_001804965.1	Nitrospinae bacterium RIFCSPLOWO2_01_FULL_39_10
GCA_001803575.1	Nitrospinae bacterium RIFCSPLOWO2_02_39_17
GCA_001804975.1	Nitrospinae bacterium RIFCSPLOWO2_02_FULL_39_110
GCA_001803525.1	Nitrospinae bacterium RIFCSPLOWO2_12_39_15
GCA_001805005.1	Nitrospinae bacterium RIFCSPLOWO2_12_39_16
GCA_001803535.1	Nitrospinae bacterium RIFCSPLOWO2_12_FULL_39_93
GCA_001803565.1	Nitrospinae bacterium RIFCSPLOWO2_12_FULL_45_22
GCA_001803615.1	Nitrospinae bacterium RIFCSPLOWO2_12_FULL_47_7
GCA_001805025.1	Nitrospirae bacterium GWA2_42_11
GCA_001803605.1	Nitrospirae bacterium GWA2_46_11
GCA_001803635.1	Nitrospirae bacterium GWB2_47_37
GCA_001805045.1	Nitrospirae bacterium GWC1_57_7
GCA_001803645.1	Nitrospirae bacterium GWC2_42_7
GCA_001803685.1	Nitrospirae bacterium GWC2_46_6
GCA_001803705.1	Nitrospirae bacterium GWC2_56_14
GCA_001805055.1	Nitrospirae bacterium GWC2_57_13
GCA_001805085.1	Nitrospirae bacterium GWC2_57_9
GCA_001803715.1	Nitrospirae bacterium GWD2_44_7
GCA_001803725.1	Nitrospirae bacterium GWD2_57_8
GCA_001803765.1	Nitrospirae bacterium GWD2_57_9
GCA_001805105.1	Nitrospirae bacterium GWF2_44_13
GCA_001805125.1	Nitrospirae bacterium RBG_13_39_12
GCA_001805135.1	Nitrospirae bacterium RBG_13_41_22
GCA_001803785.1	Nitrospirae bacterium RBG_13_43_8
GCA_001805165.1	Nitrospirae bacterium RBG_16_43_11
GCA_001805185.1	Nitrospirae bacterium RBG_16_43_8
GCA_001803795.1	Nitrospirae bacterium RBG_16_64_22
GCA_001803815.1	Nitrospirae bacterium RBG_19FT_COMBO_42_15
GCA_001803845.1	Nitrospirae bacterium RBG_19FT_COMBO_55_12
GCA_001803865.1	Nitrospirae bacterium RBG_19FT_COMBO_58_9
GCA_001803875.1	Nitrospirae bacterium RIFCSPHIGHO2_01_FULL_66_17
GCA_001803885.1	Nitrospirae bacterium RIFCSPHIGHO2_02_FULL_40_19
GCA_001803925.1	Nitrospirae bacterium RIFCSPHIGHO2_02_FULL_42_12
GCA_001805205.1	Nitrospirae bacterium RIFCSPLOW2_12_42_9
GCA_001805225.1	Nitrospirae bacterium RIFCSPLOWO2_01_FULL_62_17
GCA_001805235.1	Nitrospirae bacterium RIFCSPLOWO2_02_42_7
GCA_001805245.1	Nitrospirae bacterium RIFCSPLOWO2_02_FULL_62_14
GCA_001805285.1	Nitrospirae bacterium RIFCSPLOWO2_12_FULL_63_8
GCA_001803945.1	Nitrospirae bacterium RIFOXYA2_FULL_44_9
GCA_001803955.1	Nitrospirae bacterium RIFOXYB2_FULL_43_5
GCA_001805295.1	Nitrospirae bacterium RIFOXYC2_FULL_44_7
GCA_001804365.1	Omnitrophica WOR_2 bacterium
GCA_001804385.1	Omnitrophica WOR_2 bacterium
GCA_001804395.1	Omnitrophica WOR_2 bacterium
GCA_001805375.1	Omnitrophica WOR_2 bacterium
GCA_001805395.1	Omnitrophica WOR_2 bacterium
GCA_001804415.1	Omnitrophica WOR_2 bacterium
GCA_001804445.1	Omnitrophica WOR_2 bacterium
GCA_001804465.1	Omnitrophica WOR_2 bacterium
GCA_001805405.1	Omnitrophica WOR_2 bacterium
GCA_001804475.1	Omnitrophica WOR_2 bacterium
GCA_001805445.1	Omnitrophica WOR_2 bacterium
GCA_001804485.1	Omnitrophica WOR_2 bacterium
GCA_001805465.1	Omnitrophica WOR_2 bacterium
GCA_001805475.1	Omnitrophica WOR_2 bacterium
GCA_001805485.1	Omnitrophica WOR_2 bacterium
GCA_001805525.1	Omnitrophica WOR_2 bacterium
GCA_001805545.1	Omnitrophica WOR_2 bacterium
GCA_001805565.1	Omnitrophica WOR_2 bacterium
GCA_001805575.1	Omnitrophica WOR_2 bacterium
GCA_001805605.1	Omnitrophica WOR_2 bacterium
GCA_001805615.1	Omnitrophica WOR_2 bacterium
GCA_001805645.1	Omnitrophica WOR_2 bacterium
GCA_001805655.1	Omnitrophica WOR_2 bacterium
GCA_001805685.1	Omnitrophica WOR_2 bacterium
GCA_001805695.1	Omnitrophica WOR_2 bacterium
GCA_001805725.1	Omnitrophica WOR_2 bacterium
GCA_001805735.1	Omnitrophica WOR_2 bacterium
GCA_001805765.1	Omnitrophica WOR_2 bacterium
GCA_001805775.1	Omnitrophica WOR_2 bacterium
GCA_001805805.1	Omnitrophica WOR_2 bacterium
GCA_001805815.1	Omnitrophica WOR_2 bacterium
GCA_001805845.1	Omnitrophica WOR_2 bacterium
GCA_001805855.1	Omnitrophica WOR_2 bacterium
GCA_001805885.1	Omnitrophica WOR_2 bacterium
GCA_001805895.1	Omnitrophica WOR_2 bacterium
GCA_001805925.1	Omnitrophica WOR_2 bacterium
GCA_001805945.1	Omnitrophica WOR_2 bacterium
GCA_001805965.1	Omnitrophica WOR_2 bacterium
GCA_001805975.1	Omnitrophica WOR_2 bacterium
GCA_001805995.1	Omnitrophica WOR_2 bacterium
GCA_001806025.1	Omnitrophica WOR_2 bacterium
GCA_001806045.1	Omnitrophica WOR_2 bacterium
GCA_001806055.1	Omnitrophica WOR_2 bacterium
GCA_001806075.1	Omnitrophica WOR_2 bacterium
GCA_001803975.1	Omnitrophica bacterium GWA2_41_15
GCA_001804005.1	Omnitrophica bacterium GWA2_50_21
GCA_001805305.1	Omnitrophica bacterium GWA2_52_12
GCA_001804025.1	Omnitrophica bacterium GWA2_52_8
GCA_001804045.1	Omnitrophica bacterium RBG_13_46_9
GCA_001805325.1	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_45_28
GCA_001804055.1	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_46_11
GCA_001804065.1	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_46_20
