genome_name,original_name,genome_size,completeness,redundancy,GC.,taxonomy,ncbi_taxonomy,Phylum,Group,gtdb_taxonomy,Strain,BioSample,BioProject,Level,Scaffolds,Release.Date,Study,Environment,Code
bacteria01141,GCA_000022265.1,4.3,99.35483871,0,53.5,Geobacter daltonii FRC-32 ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter_B;s__,FRC-32,SAMN00623045,PRJNA16263,Complete,1,2009-01-27T00:00:00Z,Reference,Reference,Isolate
bacteria01181,GCA_000023225.1,3.94,99.95590829,0,58.6,Desulfomicrobium baculatum DSM 4028 ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium;s__,DSM 4028,SAMN00002602,PRJNA29527,Complete,1,2009-08-26T00:00:00Z,Reference,Reference,Isolate
bacteria01199,GCA_000023645.1,4.75,100,0,60.5,Geobacter sp. M21 ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter_A;s__,M21,SAMN00000633,PRJNA20729,Complete,1,2009-07-07T00:00:00Z,Reference,Reference,Isolate
bacteria01616,GCA_000175115.2,5.28,100,0,61.2,Geobacter sp. M18 ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter_A;s__,M18,SAMN00002553,PRJNA33159,Complete,1,2011-01-27T00:00:00Z,Reference,Reference,Isolate
bacteria01626,GCA_000176915.2,3.63,99.40828402,0,62.6,Pseudodesulfovibrio aespoeensis Aspo-2 ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__,Aspo-2,SAMN00713573,PRJNA37869,Complete,1,2011-01-04T00:00:00Z,Reference,Reference,Isolate
bacteria01635,GCA_000178115.2,3.01,97.31543624,0.33557047,55.6,Ethanoligenens harbinense YUAN-3 ,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__,YUAN-3,SAMN00008641,PRJNA39729,Complete,1,2010-12-27T00:00:00Z,Reference,Reference,Isolate
bacteria01699,GCA_000186885.1,3.85,99.15123457,0,58.9,Desulfobulbus propionicus DSM 2032 ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__,DSM 2032,SAMN00713581,PRJNA32993,Complete,1,2011-01-27T00:00:00Z,Reference,Reference,Isolate
bacteria01708,GCA_000189295.2,3.86,100,0.591715976,65.2,Desulfovibrio desulfuricans ND132 ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__,ND132,SAMN02232015,PRJNA37769,Complete,1,2011-12-29T00:00:00Z,Reference,Reference,Isolate
bacteria01723,GCA_000190635.1,3.41,100,0.340136054,46.4,Syntrophobotulus glycolicus DSM 8271 ,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__;s__,DSM 8271,SAMN00216969,PRJNA38111,Complete,1,2011-03-01T00:00:00Z,Reference,Reference,Isolate
bacteria01866,GCA_000210155.1,3.71,99.35483871,0,61,Geobacter sulfurreducens KN400 ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__,KN400,SAMN02604215,PRJNA39745,Complete,1,2010-06-17T00:00:00Z,Reference,Reference,Isolate
bacteria01900,GCA_000212675.2,4.2,100,0,61.4,Desulfovibrio africanus str. Walvis Bay ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__,Walvis Bay,SAMN00713616,PRJNA52831,Complete,1,2012-01-04T00:00:00Z,Reference,Reference,Isolate
bacteria02048,GCA_000231405.3,3.18,99.3622449,0.977891156,41.9,Desulfitobacterium metallireducens DSM 15288 ,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__;s__,853-15A,SAMN02261393,PRJNA61369,Complete,1,2014-01-03T00:00:00Z,Reference,Reference,Isolate
bacteria02069,GCA_000235605.1,5.86,99.17091837,0.510204082,42.9,Desulfosporosinus orientis DSM 765 ,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__,DSM 765,SAMN02261424,PRJNA66191,Complete,1,2011-11-16T00:00:00Z,Reference,Reference,Isolate
bacteria02134,GCA_000243135.3,3.62,97.95918367,1.360544218,44.2,Desulfitobacterium dichloroeliminans LMG P-21439 ,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__,LMG P-21439,SAMN02232012,PRJNA61519,Complete,1,2012-12-19T00:00:00Z,Reference,Reference,Isolate
bacteria02135,GCA_000243155.3,4.32,98.7244898,3.975340136,45,Desulfitobacterium dehalogenans ATCC 51507 ,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__,ATCC 51507,SAMN02261389,PRJNA61181,Complete,1,2012-06-11T00:00:00Z,Reference,Reference,Isolate
bacteria02180,GCA_000255115.3,4.99,99.48979592,2.414965986,42.0694,Desulfosporosinus acidiphilus SJ4 ,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__,SJ4,SAMN02232014,PRJNA61821,Complete,3,2012-06-15T00:00:00Z,Reference,Reference,Isolate
bacteria02248,GCA_000266945.1,6.53,98.38709677,1.290322581,50.1107,Desulfomonile tiedjei DSM 6799 ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__,DSM 6799,SAMN02232013,PRJNA43133,Complete,2,2012-06-12T00:00:00Z,Reference,Reference,Isolate
bacteria02472,GCA_000305775.1,3.07,99.93622449,0,44.6,Dehalobacter sp. DCA ,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__;s__,DCA,SAMN02604247,PRJNA83115,Complete,1,2012-10-16T00:00:00Z,Reference,Reference,Isolate
bacteria02474,GCA_000305815.1,3.09,99.93622449,0,44.3,Dehalobacter sp. CF ,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__;s__,CF,SAMN01141377,PRJNA80805,Complete,1,2012-10-16T00:00:00Z,Reference,Reference,Isolate
bacteria02631,GCA_000341655.1,1.43,99.00990099,0,47.1,Dehalococcoides mccartyi DCMB5 ,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__,DCMB5,SAMN02603239,PRJNA167311,Complete,1,2013-02-22T00:00:00Z,Reference,Reference,Isolate
bacteria03013,GCA_000512895.1,2.94,99.93622449,0.467687075,44.6,Dehalobacter restrictus DSM 9455 ,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__;s__,PER-K23; DSM 9455,SAMN02769648,PRJNA66209,Complete,1,2014-01-03T00:00:00Z,Reference,Reference,Isolate
bacteria03712,GCA_000817955.1,3.62,99.83870968,0,62.3,Geobacter pickeringii ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__,G13,SAMN03096815,PRJNA263119,Complete,1,2015-01-14T00:00:00Z,Reference,Reference,Isolate
bacteria04577,GCA_001278055.1,3.96,99.03225806,0.64516129,61.2,Desulfuromonas soudanensis ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae_A;g__;s__,WTL,SAMN03287929,PRJNA272946,Complete,1,2015-09-02T00:00:00Z,Reference,Reference,Isolate
bacteria05209,GCA_001563225.1,3.97,98.81656805,0,63.5,Pseudodesulfovibrio indicus ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__,J2,SAMN04440740,PRJNA309781,Complete,1,2016-02-18T00:00:00Z,Reference,Reference,Isolate
bacteria05316,GCA_001595385.3,2.79,94.83870968,1.935483871,55.4,Deltaproteobacteria bacterium GWC2_55_46,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWC2-55-46;s__,GWC2_55_46,SAMN04316215,PRJNA288027,Contig,3,2016-03-21T00:00:00Z,Anantharaman2016,Subsurface,Isolate
bacteria05416,GCA_001611275.1,3.92,99.35483871,0,62.2,Desulfuromonas sp. DDH964 ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__;g__;s__,DDH964,SAMN04590833,PRJNA316855,Complete,1,2016-04-05T00:00:00Z,Reference,Reference,Isolate
bacteria05491,GCA_001628815.1,3.67,97.84946237,0,61.5106,Geobacter anodireducens ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__,SD-1,SAMN04562549,PRJNA315482,Complete,2,2016-04-22T00:00:00Z,Reference,Reference,Isolate
bacteria06288,GCA_001768155.1,4.12,77.60426849,2.965135223,30,Bacteroidetes bacterium GWA2_30_7,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-33-38;g__GWA2-31-9;s__,,SAMN04314167,PRJNA288027,Scaffold,308,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06329,GCA_001768975.1,4.96,91.28306878,1.19047619,30.3,Bacteroidetes bacterium GWA2_31_9,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-33-38;g__GWA2-31-9;s__,,SAMN04314154,PRJNA288027,Scaffold,288,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06331,GCA_001769035.1,4.77,95.47619048,1.19047619,30.9,Bacteroidetes bacterium GWA2_32_17,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWA2-32-17;g__GWA2-32-17;s__,,SAMN04313829,PRJNA288027,Scaffold,234,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06336,GCA_001769125.1,5.98,98.38709677,1.075268817,34.8,Bacteroidetes bacterium GWF2_35_48,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,,SAMN04313822,PRJNA288027,Scaffold,142,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06350,GCA_001769395.1,5.19,92.83154122,1.612903226,34.8,Bacteroidetes bacterium RIFOXYA12_FULL_35_11,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,,SAMN04314396,PRJNA288027,Scaffold,292,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06369,GCA_001769785.1,5.36,86.29195178,4.211469534,34.5,Bacteroidetes bacterium RIFOXYC12_FULL_35_7,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,,SAMN04314612,PRJNA288027,Scaffold,608,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06383,GCA_001770075.1,3.66,85.37450397,3.645833333,54.5,Bdellovibrionales bacterium RIFOXYC1_FULL_54_43,Bacteria;Proteobacteria;Oligoflexia,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__;s__,,SAMN04314549,PRJNA288027,Scaffold,508,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06389,GCA_001770175.1,3.69,82.68229167,0.892857143,54.5,Bdellovibrionales bacterium RIFOXYD1_FULL_55_31,Bacteria;Proteobacteria;Oligoflexia,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__;s__,,SAMN04314756,PRJNA288027,Scaffold,215,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06441,GCA_001771235.1,3.94,85.10019392,0,47.7,candidate division KSB1 bacterium RBG_16_48_16,Bacteria;unclassified Bacteria;Bacteria candidate phyla,KSB1,CP,d__Bacteria;p__KSB1;c__UBA2214;o__UBA2214;f__UBA2214;g__;s__,,SAMN04313703,PRJNA288027,Scaffold,326,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06450,GCA_001771415.1,1.72,88.46153846,0.854700855,46.3,candidate division WOR-1 bacterium RIFOXYA12_FULL_43_27,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,WOR1,CP,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__XYC2-FULL-46-14;f__;g__;s__,,SAMN04314397,PRJNA288027,Scaffold,9,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06457,GCA_001771545.1,1.79,88.03418803,1.709401709,41.6,candidate division WOR-1 bacterium RIFOXYB2_FULL_42_35,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,WOR1,CP,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__;s__,,SAMN04314412,PRJNA288027,Scaffold,51,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06459,GCA_001771585.1,1.7,88.46153846,0.854700855,46.3,candidate division WOR-1 bacterium RIFOXYB2_FULL_46_45,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,WOR1,CP,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__XYC2-FULL-46-14;f__;g__;s__,,SAMN04314413,PRJNA288027,Contig,4,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06463,GCA_001771665.1,1.81,87.60683761,1.709401709,41.5,candidate division WOR-1 bacterium RIFOXYC2_FULL_41_25,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,WOR1,CP,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__;s__,,SAMN04314583,PRJNA288027,Scaffold,50,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06464,GCA_001771695.1,1.7,89.31623932,0.854700855,46.3,candidate division WOR-1 bacterium RIFOXYC2_FULL_46_14,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,WOR1,CP,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__XYC2-FULL-46-14;f__;g__;s__,,SAMN04314559,PRJNA288027,Scaffold,12,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06500,GCA_001772415.1,1.78,88.03418803,1.709401709,41.5,candidate division WOR-1 bacterium RIFOXYA2_FULL_41_14,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,WOR1,CP,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__;s__,,SAMN04314368,PRJNA288027,Scaffold,51,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06501,GCA_001772435.1,1.71,88.46153846,0.854700855,46.3,candidate division WOR-1 bacterium RIFOXYA2_FULL_46_56,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,WOR1,CP,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__XYC2-FULL-46-14;f__;g__;s__,,SAMN04314353,PRJNA288027,Contig,5,2016-10-18T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06781,GCA_001778375.1,3,93.19233311,1.123595506,39.4,Candidatus Firestonebacteria bacterium RIFOXYD2_FULL_39_29,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Firestonebacteria,CP,d__Bacteria;p__Firestonebacteria;c__D2-FULL-39-29;o__D2-FULL-39-29;f__D2-FULL-39-29;g__D2-FULL-39-29;s__,,SAMN04314657,PRJNA288027,Scaffold,93,2016-10-19T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria06881,GCA_001780375.1,3.13,94.31592862,2.247191011,39.3,Candidatus Firestonebacteria bacterium RIFOXYC2_FULL_39_67,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Firestonebacteria,CP,d__Bacteria;p__Firestonebacteria;c__D2-FULL-39-29;o__D2-FULL-39-29;f__D2-FULL-39-29;g__D2-FULL-39-29;s__,,SAMN04314573,PRJNA288027,Scaffold,92,2016-10-19T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria07316,GCA_001789195.1,4.11,82.41758242,1.098901099,49.9,Candidatus Raymondbacteria bacterium RifOxyA12_full_50_37,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Raymondbacteria,CP,d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__;g__;s__,,SAMN04314389,PRJNA288027,Scaffold,84,2016-10-19T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria07317,GCA_001789205.1,5.43,97.8021978,2.197802198,50,Candidatus Raymondbacteria bacterium RIFOXYA2_FULL_49_16,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Raymondbacteria,CP,d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__;g__;s__,,SAMN04314369,PRJNA288027,Scaffold,112,2016-10-19T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria07318,GCA_001789215.1,4.91,74.17484476,0,49.5,Candidatus Raymondbacteria bacterium RifOxyB12_full_50_8,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Raymondbacteria,CP,d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__;g__;s__,,SAMN04314471,PRJNA288027,Scaffold,303,2016-10-19T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria07319,GCA_001789245.1,4.83,85.06493506,1.098901099,49.4,Candidatus Raymondbacteria bacterium RifOxyC12_full_50_8,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Raymondbacteria,CP,d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__;g__;s__,,SAMN04314608,PRJNA288027,Scaffold,334,2016-10-19T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria07320,GCA_001789275.1,5.34,96.50937298,2.197802198,49.8,Candidatus Raymondbacteria bacterium RIFOXYD12_FULL_49_13,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Raymondbacteria,CP,d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__;g__;s__,,SAMN04314640,PRJNA288027,Scaffold,160,2016-10-19T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria07594,GCA_001794965.1,3.37,99.09090909,0.909090909,48.3,Chloroflexi bacterium GWD2_49_16,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__,,SAMN04313848,PRJNA288027,Scaffold,31,2016-10-20T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria07622,GCA_001795535.1,2.08,65.38914491,2.004608295,54,Deltaproteobacteria bacterium GWA2_54_12,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__;s__,,SAMN04314173,PRJNA288027,Scaffold,77,2016-10-20T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria07623,GCA_001795545.1,2.74,94.83870968,1.935483871,55.4,Deltaproteobacteria bacterium GWA2_55_82,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWC2-55-46;s__,,SAMN04314100,PRJNA288027,Scaffold,14,2016-10-20T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria07624,GCA_001795575.1,2.34,92.43697479,1.680672269,66,Deltaproteobacteria bacterium GWB2_65_81,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15;f__MBNT15;g__CG2-30-66-27;s__,,SAMN04313912,PRJNA288027,Scaffold,82,2016-10-20T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria07662,GCA_001796335.1,3.37,99.09090909,0.909090909,48.3,Chloroflexi bacterium GWB2_49_20,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__,,SAMN04313846,PRJNA288027,Scaffold,28,2016-10-20T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria07664,GCA_001796365.1,3.41,99.09090909,0.909090909,48.2,Chloroflexi bacterium GWC2_49_37,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__,,SAMN04313847,PRJNA288027,Scaffold,35,2016-10-20T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria07713,GCA_001797355.1,2.18,79.33179724,0.64516129,42.6,Deltaproteobacteria bacterium GWA2_43_19,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__;s__,,SAMN04314110,PRJNA288027,Scaffold,107,2016-10-20T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria07716,GCA_001797415.1,2.24,72.3297491,2.580645161,55,Deltaproteobacteria bacterium GWA2_55_10,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWC2-55-46;s__,,SAMN04314175,PRJNA288027,Scaffold,161,2016-10-20T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria07719,GCA_001797465.1,2.63,94.83870968,2.258064516,56.1,Deltaproteobacteria bacterium GWB2_55_19,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__;s__,,SAMN04313920,PRJNA288027,Scaffold,21,2016-10-20T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
