user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GCA_001874005.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__CG2-30-51-40;g__CG2-30-51-40;s__CG2-30-51-40 sp001874005	GCA_001874005.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__CG2-30-51-40;g__CG2-30-51-40;s__CG2-30-51-40 sp001874005	100.0	0.98	GCA_001874005.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__CG2-30-51-40;g__CG2-30-51-40;s__CG2-30-51-40 sp001874005	100.0	0.98	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	95.89	11	N/A	N/A
GCA_003142575.1	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1298;s__Fen-1298 sp003142575	GCA_003142575.1	95.0	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1298;s__Fen-1298 sp003142575	100.0	0.99	GCA_003142575.1	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1298;s__Fen-1298 sp003142575	100.0	0.99	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1298;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003155495.1, s__Fen-1298 sp003155495, 95.0, 89.2, 0.72; GCA_003142475.1, s__Fen-1298 sp003142475, 95.0, 79.88, 0.33	97.52	11	N/A	N/A
GCA_001611275.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__DDH964;g__DDH964;s__DDH964 sp001611275	GCF_001611275.1	95.0	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__DDH964;g__DDH964;s__DDH964 sp001611275	100.0	1.0	GCF_001611275.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__DDH964;g__DDH964;s__DDH964 sp001611275	100.0	1.0	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	98.49	11	N/A	N/A
GCA_003141555.1	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__FEN-413;s__FEN-413 sp003141555	GCA_003141555.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__FEN-413;s__FEN-413 sp003141555	100.0	1.0	GCA_003141555.1	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__FEN-413;s__FEN-413 sp003141555	100.0	1.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	94.33	11	N/A	N/A
GCA_002798115.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfofaba;s__Desulfofaba hansenii	GCF_002798115.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfofaba;s__Desulfofaba hansenii	100.0	0.99	GCF_002798115.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfofaba;s__Desulfofaba hansenii	100.0	0.99	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	95.42	11	N/A	N/A
GCA_000512235.1	d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__Syntrophorhabdus aromaticivorans	GCF_000512235.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__Syntrophorhabdus aromaticivorans	100.0	1.0	GCF_000512235.1	d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__Syntrophorhabdus aromaticivorans	100.0	1.0	d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	94.92	11	N/A	N/A
GCA_000384015.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dehalogenans	GCF_000243155.2	95.0	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dehalogenans	99.0	0.93	GCF_000243155.2	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dehalogenans	99.0	0.93	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900143285.1, s__Desulfitobacterium chlororespirans, 95.0, 85.61, 0.75; GCF_000021925.1, s__Desulfitobacterium hafniense, 95.0, 85.53, 0.75; GCF_000243135.2, s__Desulfitobacterium dichloroeliminans, 95.0, 78.94, 0.34	98.53	11	N/A	N/A
GCA_001799395.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__Desulfobacula sp001799395	GCA_001799395.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__Desulfobacula sp001799395	100.0	0.99	GCA_001799395.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__Desulfobacula sp001799395	100.0	0.99	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000307105.1, s__Desulfobacula toluolica, 95.0, 77.49, 0.2	94.23	11	N/A	N/A
GCA_002402545.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__UBA4810 sp002402545	GCA_002402545.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__UBA4810 sp002402545	100.0	0.99	GCA_002402545.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__UBA4810 sp002402545	100.0	0.99	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002478265.1, s__UBA4810 sp002478265, 95.0, 80.36, 0.52; GCA_002418825.1, s__UBA4810 sp002418825, 95.0, 79.85, 0.44; GCA_001797845.1, s__UBA4810 sp001797845, 95.0, 77.87, 0.27; GCA_002479215.1, s__UBA4810 sp002479215, 95.0, 77.29, 0.18	81.11	11	N/A	N/A
GCA_003159065.1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__FEN-1139;s__FEN-1139 sp003154095	GCA_003154095.1	95.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__FEN-1139;s__FEN-1139 sp003154095	99.46	0.87	GCA_003154095.1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__FEN-1139;s__FEN-1139 sp003154095	99.46	0.87	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	79.46	11	N/A	N/A
GCA_002347685.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__UBA8904 sp002347685	GCA_002347685.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__UBA8904 sp002347685	100.0	1.0	GCA_002347685.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__UBA8904 sp002347685	100.0	1.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002304995.1, s__UBA8904 sp002304995, 95.0, 78.13, 0.27; GCA_003506745.1, s__UBA8904 sp003506745, 95.0, 78.06, 0.36; GCA_002382045.1, s__UBA8904 sp002382045, 95.0, 78.01, 0.28; GCA_002840435.1, s__UBA8904 sp002840435, 95.0, 77.8, 0.27; GCA_002840635.1, s__UBA8904 sp002840635, 95.0, 77.66, 0.21	98.23	11	N/A	N/A
GCA_001516045.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp001516045	GCA_001516045.1	95.0	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp001516045	100.0	0.99	GCA_001516045.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp001516045	100.0	0.99	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003132105.1, s__Desulfosporosinus sp003132105, 95.0, 83.9, 0.56; GCA_000770645.1, s__Desulfosporosinus sp000770645, 95.0, 82.35, 0.51; GCA_000961805.1, s__Desulfosporosinus sp000961805, 95.0, 80.4, 0.33; GCF_001936615.1, s__Desulfosporosinus sp001936615, 95.0, 80.39, 0.36; GCF_000960765.1, s__Desulfosporosinus sp000960765, 95.0, 80.28, 0.36; GCA_002413075.1, s__Desulfosporosinus sp002413075, 95.0, 80.21, 0.52; GCF_001707885.1, s__Desulfosporosinus sp001707885, 95.0, 79.79, 0.4; GCA_002404215.1, s__Desulfosporosinus sp002404215, 95.0, 79.76, 0.52; GCF_000224515.1, s__Desulfosporosinus sp000224515, 95.0, 79.7, 0.35; GCF_900129935.1, s__Desulfosporosinus lacus, 95.0, 79.54, 0.29; GCA_003513495.1, s__Desulfosporosinus sp003513495, 95.0, 78.67, 0.25; GCF_000244895.1, s__Desulfosporosinus youngiae, 95.0, 78.49, 0.21; GCF_000231385.2, s__Desulfosporosinus meridiei, 95.0, 78.15, 0.19; GCF_000235605.1, s__Desulfosporosinus orientis, 95.0, 78.03, 0.14; GCF_900100785.1, s__Desulfosporosinus hippei, 95.0, 78.03, 0.21; GCF_000765145.1, s__Desulfosporosinus sp000765145, 95.0, 77.88, 0.19; GCF_002196705.1, s__Desulfosporosinus sp002196705, 95.0, 77.64, 0.11; GCF_000255115.2, s__Desulfosporosinus acidiphilus, 95.0, 77.29, 0.11; GCF_001029285.1, s__Desulfosporosinus acididurans, 95.0, 77.07, 0.11	91.35	11	N/A	N/A
GCA_000300195.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J tunisiense	GCF_000300195.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J tunisiense	100.0	1.0	GCF_000300195.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J tunisiense	100.0	1.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000447315.1, s__Clostridium_J sp000447315, 95.0, 84.67, 0.68; GCF_000732635.1, s__Clostridium_J sulfidigenes, 95.0, 78.0, 0.19; GCA_002455975.1, s__Clostridium_J sp002455975, 95.0, 77.68, 0.17; GCA_002453475.1, s__Clostridium_J sp002453475, 95.0, 77.53, 0.18; GCF_000816675.1, s__Clostridium_J argentinense, 95.0, 77.38, 0.18; GCA_002381695.1, s__Clostridium_J sp002381695, 95.0, 77.37, 0.16; GCA_002316385.1, s__Clostridium_J sp002316385, 95.0, 77.37, 0.17; GCA_002341865.1, s__Clostridium_J sp002341865, 95.0, 77.3, 0.16; GCF_000821305.1, s__Clostridium_J sp000821305, 95.0, 77.25, 0.12; GCF_000612845.1, s__Clostridium_J ihumii, 95.0, 77.18, 0.15; GCF_000285575.1, s__Clostridium_J senegalense, 95.0, 76.96, 0.17	83.83	11	N/A	N/A
GCA_002420525.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__UBA2156;s__UBA2156 sp002328165	GCA_002328165.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__UBA2156;s__UBA2156 sp002328165	99.99	0.98	GCA_002328165.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__UBA2156;s__UBA2156 sp002328165	99.99	0.98	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	94.37	11	N/A	N/A
GCA_001771665.1	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__XYD2-FULL-41-8;s__XYD2-FULL-41-8 sp001771545	GCA_001771545.1	95.0	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__XYD2-FULL-41-8;s__XYD2-FULL-41-8 sp001771545	100.0	0.98	GCA_001771545.1	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__XYD2-FULL-41-8;s__XYD2-FULL-41-8 sp001771545	100.0	0.98	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	86.96	11	N/A	N/A
GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__UBA4844 sp002398105	GCA_002398105.1	95.0	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__UBA4844 sp002398105	100.0	0.99	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__UBA4844 sp002398105	100.0	0.99	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002424365.1, s__UBA4844 sp002424365, 95.0, 77.88, 0.25	94.7	11	N/A	N/A
GCA_002305765.1	d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__Delta-02 sp002305765	GCA_002305765.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__Delta-02 sp002305765	100.0	1.0	GCA_002305765.1	d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__Delta-02 sp002305765	100.0	1.0	d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_001603955.1, s__Delta-02 sp001603955, 95.0, 87.17, 0.75; GCA_002412715.1, s__Delta-02 sp002412715, 95.0, 79.74, 0.46; GCA_003506795.1, s__Delta-02 sp003506795, 95.0, 79.57, 0.43; GCA_002418985.1, s__Delta-02 sp002418985, 95.0, 79.5, 0.47; GCA_002408185.1, s__Delta-02 sp002408185, 95.0, 77.97, 0.18	90.56	11	N/A	N/A
GCA_000178115.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	GCF_000178115.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	100.0	1.0	GCF_000178115.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	100.0	1.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	96.07	11	N/A	N/A
GCA_000189295.2	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio desulfuricans	GCF_000189295.2	95.0	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio desulfuricans	100.0	1.0	GCF_000189295.2	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio desulfuricans	100.0	1.0	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001874525.1, s__Pseudodesulfovibrio dechloracetivorans, 95.0, 89.82, 0.81; GCF_001563225.1, s__Pseudodesulfovibrio indicus, 95.0, 87.09, 0.77; GCF_000176915.2, s__Pseudodesulfovibrio aespoeensis, 95.0, 81.94, 0.59; GCF_001311825.1, s__Pseudodesulfovibrio brasiliensis, 95.0, 78.58, 0.36; GCF_900217235.1, s__Pseudodesulfovibrio profundus, 95.0, 78.07, 0.22; GCF_000375485.1, s__Pseudodesulfovibrio oxyclinae, 95.0, 77.94, 0.3; GCF_000341895.1, s__Pseudodesulfovibrio piezophilus, 95.0, 77.85, 0.13	94.84	11	N/A	N/A
GCA_003252075.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__UBA6898 sp003252075	GCA_003252075.1	95.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__UBA6898 sp003252075	100.0	1.0	GCA_003252075.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__UBA6898 sp003252075	100.0	1.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002448975.1, s__UBA6898 sp002448975, 95.0, 94.78, 0.74; GCA_002451165.1, s__UBA6898 sp002451165, 95.0, 81.88, 0.63	90.63	11	N/A	N/A
GCA_002397955.1	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__Syner-03 sp002316795	GCA_002316795.1	95.0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__Syner-03 sp002316795	99.75	0.92	GCA_002316795.1	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__Syner-03 sp002316795	99.75	0.92	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002306075.1, s__Syner-03 sp002306075, 95.0, 87.77, 0.89; GCA_002839185.1, s__Syner-03 sp002839185, 95.0, 81.1, 0.65; GCA_002428495.1, s__Syner-03 sp002428495, 95.0, 80.92, 0.62	90.69	11	N/A	N/A
GCA_003159015.1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1118;s__Fen-1118 sp003136095	GCA_003136095.1	95.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1118;s__Fen-1118 sp003136095	99.31	0.87	GCA_003136095.1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1118;s__Fen-1118 sp003136095	99.31	0.87	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1118;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003159055.1, s__Fen-1118 sp003159055, 95.0, 78.1, 0.28	65.85	11	N/A	N/A
GCA_003141795.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__Fen-1364;s__Fen-1364 sp003141795	GCA_003141795.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__Fen-1364;s__Fen-1364 sp003141795	100.0	0.99	GCA_003141795.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__Fen-1364;s__Fen-1364 sp003141795	100.0	0.99	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__Fen-1364;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003170115.1, s__Fen-1364 sp003170115, 95.0, 78.03, 0.29; GCA_003154555.1, s__Fen-1364 sp003154555, 95.0, 77.68, 0.29	82.28	11	N/A	N/A
GCA_003053505.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__QAXR01;s__QAXR01 sp003053505	GCF_003053505.1	95.0	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__QAXR01;s__QAXR01 sp003053505	100.0	1.0	GCF_003053505.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__QAXR01;s__QAXR01 sp003053505	100.0	1.0	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	94.01	11	N/A	N/A
GCA_002299555.1	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA647;s__UBA647 sp002299555	GCA_002299555.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA647;s__UBA647 sp002299555	100.0	0.99	GCA_002299555.1	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA647;s__UBA647 sp002299555	100.0	0.99	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	85.58	11	N/A	N/A
GCA_001443455.1	d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15;f__MBNT15;g__CSP1-8;s__CSP1-8 sp001443455	GCA_001443455.1	95.0	d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15;f__MBNT15;g__CSP1-8;s__CSP1-8 sp001443455	100.0	1.0	GCA_001443455.1	d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15;f__MBNT15;g__CSP1-8;s__CSP1-8 sp001443455	100.0	1.0	d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15;f__MBNT15;g__CSP1-8;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003513855.1, s__CSP1-8 sp003513855, 95.0, 84.11, 0.61	76.11	11	N/A	N/A
GCA_001768975.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-33-38;g__GWA2-31-9;s__GWA2-31-9 sp001768975	GCA_001768975.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-33-38;g__GWA2-31-9;s__GWA2-31-9 sp001768975	100.0	0.99	GCA_001768975.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-33-38;g__GWA2-31-9;s__GWA2-31-9 sp001768975	100.0	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-33-38;g__GWA2-31-9;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_001768155.1, s__GWA2-31-9 sp001768155, 95.0, 80.76, 0.56	84.23	11	N/A	N/A
